index	language	glottocode	iso	word_forms	colexification_type	source_domain	target_domain	source_concept_ID	target_concept_ID	source_concept_definition	target_concept_definition	source_translation_in_English	target_translation_in_English	macro_area	language_family	latitude	longitude
28415	Standard Arabic	stan1318	arb	وظف	full	action	result	v02409412	n13968092	engage or hire for work	the state of being employed or having a job	employ	employment	Eurasia	Afro-Asiatic	27.9625	43.8525
28418	Kashmiri	kash1277	kas	وونُن	full	action	result	v01673891	n04568298	create a piece of cloth by interlacing strands of fabric, such as wool or cotton	pattern of weaving or structure of a fabric	tissue	weave	Eurasia	Indo-European	34.166825	74.330455
28419	Hindi	hind1269	hin	खाना	full	action	food	v01168468	n00021734	take in solid food	any substance that can be metabolized by an organism to give energy and build tissue	eat	food	Eurasia	Indo-European	25	77
28420	Hindi	hind1269	hin	खाना	full	food	action	n07573696	v01168468	the food served and eaten at one time	take in solid food	food	eat	Eurasia	Indo-European	25	77
28421	Bodo-Mech	bodo1269	brx	बोराय	full	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Eurasia	Sino-Tibetan	26.1	92
28422	Mongolian	mong1331	mon	амьдрах ; амьдрал	partial	action	time period	v02649830	n15140744	inhabit or live in	the period between birth and the present time	dwell	life	Eurasia	Mongolic-Khitan	45.77047900000001	87.25413566666667
28423	Modern Greek	mode1248	ell	ζω ; ζωή	partial	action	time period	v02649830	n15140744	inhabit or live in	the period between birth and the present time	dwell	life	Eurasia	Indo-European	38.36	23.13
28424	Standard Arabic	stan1318	arb	حيي ; حياة	partial	action	time period	v02649830	n15140744	inhabit or live in	the period between birth and the present time	dwell	life	Eurasia	Afro-Asiatic	27.9625	43.8525
28426	Assamese	assa1263	asm	গেলা	full	action	result	v00210259	n14561102	become unfit for consumption or use	in a state of progressive putrefaction	go bad	putridness	Eurasia	Indo-European	26.0876	91.2932
28427	Spanish	stan1288	spa	existir ; existencia	partial	action	time period	v02614181	n15140892	have life, be alive	the period from the present until death	be	life	Eurasia	Indo-European	40.4414	-1.11788
28428	Dutch	dutc1256	nld	leven ; levensduur	partial	action	time period	v02614181	n15140892	have life, be alive	the period from the present until death	be	life	Eurasia	Indo-European	52	5
28429	Modern Greek	mode1248	ell	ζω ; ζωή	partial	action	time period	v02614181	n15140892	have life, be alive	the period from the present until death	be	life	Eurasia	Indo-European	38.36	23.13
28430	Assamese	assa1263	asm	গেলা	full	action	result	v00552815	n14561102	undergo decay or decomposition	in a state of progressive putrefaction	decay	putridness	Eurasia	Indo-European	26.0876	91.2932
28431	Bengali	beng1280	ben	পচা	full	action	result	v00093775	n14561102	waste away	in a state of progressive putrefaction	rot	putridness	Eurasia	Indo-European	24	90
28434	Dutch	dutc1256	nld	leven ; levensduur	partial	action	time period	v02618149	n15140892	continue to live; endure or last	the period from the present until death	endure	life	Eurasia	Indo-European	52	5
28435	Assamese	assa1263	asm	শুনানী	full	action	result	v02500902	n14484778	examine or hear (evidence or a case) by judicial process	an opportunity to state your case and be heard	hear	audience	Eurasia	Indo-European	26.0876	91.2932
28439	Modern Greek	mode1248	ell	ζω ; ζωή	partial	action	time period	v02649830	n15140892	inhabit or live in	the period from the present until death	dwell	life	Eurasia	Indo-European	38.36	23.13
28440	Standard Arabic	stan1318	arb	حيي ; حياة	partial	action	time period	v02649830	n15140892	inhabit or live in	the period from the present until death	dwell	life	Eurasia	Afro-Asiatic	27.9625	43.8525
28442	Standard Malay	stan1306	zsm	umur ; berumur	partial	time period	action	n15145171	v00248512	a time in life (usually defined in years) at which some particular qualification or power arises	begin to seem older; get older	age	age	Eurasia	Austronesian	3.08896	101.699
28443	Standard Malay	stan1306	zsm	umur ; dimakan umur	partial	time period	action	n15145171	v00248512	a time in life (usually defined in years) at which some particular qualification or power arises	begin to seem older; get older	age	age	Eurasia	Austronesian	3.08896	101.699
28444	Standard Indonesian	indo1316	ind	umur ; berumur	partial	time period	action	n15145171	v00248512	a time in life (usually defined in years) at which some particular qualification or power arises	begin to seem older; get older	age	age	Papunesia	Austronesian	-7.33458	109.716
28445	Standard Indonesian	indo1316	ind	umur ; dimakan umur	partial	time period	action	n15145171	v00248512	a time in life (usually defined in years) at which some particular qualification or power arises	begin to seem older; get older	age	age	Papunesia	Austronesian	-7.33458	109.716
28446	Thai	thai1261	tha	อายุ ; มีอายุ	partial	time period	action	n15145171	v00248512	a time in life (usually defined in years) at which some particular qualification or power arises	begin to seem older; get older	age	age	Eurasia	Tai-Kadai	14.192	100.671
28447	Finnish	finn1318	fin	ikä ; ikääntyä	partial	time period	action	n15145171	v00248512	a time in life (usually defined in years) at which some particular qualification or power arises	begin to seem older; get older	age	age	Eurasia	Uralic	64.7628	25.5577
28448	Japanese	nucl1643	jpn	年 ; 年取る	partial	time period	action	n15145171	v00248512	a time in life (usually defined in years) at which some particular qualification or power arises	begin to seem older; get older	age	age	Eurasia	Japonic	35	135
28449	Japanese	nucl1643	jpn	年 ; 年寄る	partial	time period	action	n15145171	v00248512	a time in life (usually defined in years) at which some particular qualification or power arises	begin to seem older; get older	age	age	Eurasia	Japonic	35	135
28450	Japanese	nucl1643	jpn	歳 ; 歳取る	partial	time period	action	n15145171	v00248512	a time in life (usually defined in years) at which some particular qualification or power arises	begin to seem older; get older	age	age	Eurasia	Japonic	35	135
28452	Finnish	finn1318	fin	ikä ; ikääntyä	partial	time period	action	n15145171	v00249679	a time in life (usually defined in years) at which some particular qualification or power arises	make older	age	age	Eurasia	Uralic	64.7628	25.5577
28453	Japanese	nucl1643	jpn	年 ; 年取る	partial	time period	action	n15145171	v00249679	a time in life (usually defined in years) at which some particular qualification or power arises	make older	age	age	Eurasia	Japonic	35	135
28454	Japanese	nucl1643	jpn	歳 ; 歳取る	partial	time period	action	n15145171	v00249679	a time in life (usually defined in years) at which some particular qualification or power arises	make older	age	age	Eurasia	Japonic	35	135
28456	Spanish	stan1288	spa	florecer ; florecimiento	partial	action	time period	v00294245	n15151641	produce or yield flowers	the best time of youth	flower	salad days	Eurasia	Indo-European	40.4414	-1.11788
28461	English	stan1293	eng	age ; old age	partial	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Africa;Eurasia;South America	Indo-European	53	-1
28462	Bodo-Mech	bodo1269	brx	बोराय ; बोराय जा	partial	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Eurasia	Sino-Tibetan	26.1	92
28463	Bodo-Mech	bodo1269	brx	बोराय ; बोराय सम	partial	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Eurasia	Sino-Tibetan	26.1	92
28464	Goan Konkani	goan1235	kok	म्हातारपण ; म्हातारपण येवप	partial	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Eurasia	Indo-European	15.2732	74.2098
28465	Goan Konkani	goan1235	kok	जाणटेपण ; जाणटेपण येवप	partial	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Eurasia	Indo-European	15.2732	74.2098
28466	Japanese	nucl1643	jpn	年 ; 年取る	partial	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Eurasia	Japonic	35	135
28467	Japanese	nucl1643	jpn	年 ; 年寄る	partial	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Eurasia	Japonic	35	135
28468	Japanese	nucl1643	jpn	老い ; 年老いる	partial	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Eurasia	Japonic	35	135
28469	Japanese	nucl1643	jpn	老い ; 老いる	partial	time period	action	n15153787	v00248026	a late time of life	grow old or older	years	get on	Eurasia	Japonic	35	135
28471	English	stan1293	eng	age ; old age	partial	time period	action	n15153787	v00248512	a late time of life	begin to seem older; get older	years	age	Africa;Eurasia;South America	Indo-European	53	-1
28472	Japanese	nucl1643	jpn	年 ; 年取る	partial	time period	action	n15153787	v00248512	a late time of life	begin to seem older; get older	years	age	Eurasia	Japonic	35	135
28473	Japanese	nucl1643	jpn	年 ; 年寄る	partial	time period	action	n15153787	v00248512	a late time of life	begin to seem older; get older	years	age	Eurasia	Japonic	35	135
28474	Japanese	nucl1643	jpn	老い ; 年老いる	partial	time period	action	n15153787	v00248512	a late time of life	begin to seem older; get older	years	age	Eurasia	Japonic	35	135
28475	Japanese	nucl1643	jpn	老い ; 老いる	partial	time period	action	n15153787	v00248512	a late time of life	begin to seem older; get older	years	age	Eurasia	Japonic	35	135
28476	Japanese	nucl1643	jpn	高齢 ; 高齢化+する	partial	time period	action	n15153787	v00248512	a late time of life	begin to seem older; get older	years	age	Eurasia	Japonic	35	135
28479	Telugu	telu1262	tel	కుట్టు	full	action	result	v01445407	n14297870	deliver a sting to	a painful wound caused by the thrust of an insect's stinger into skin	bite	insect bite	Eurasia	Dravidian	16.4529	78.7024
28480	Telugu	telu1262	tel	కుట్టు	full	action	result	v01445932	n14297870	to grip, cut off, or tear with or as if with the teeth or jaws	a painful wound caused by the thrust of an insect's stinger into skin	seize with teeth	insect bite	Eurasia	Dravidian	16.4529	78.7024
28481	English	stan1293	eng	age ; old age	partial	time period	action	n15153787	v00249679	a late time of life	make older	years	age	Africa;Eurasia;South America	Indo-European	53	-1
28482	Japanese	nucl1643	jpn	年 ; 年取る	partial	time period	action	n15153787	v00249679	a late time of life	make older	years	age	Eurasia	Japonic	35	135
28483	Telugu	telu1262	tel	కుట్టు	full	action	result	v02120451	n14297870	cause a sharp or stinging pain or discomfort	a painful wound caused by the thrust of an insect's stinger into skin	burn	insect bite	Eurasia	Dravidian	16.4529	78.7024
28484	Urdu	urdu1245	urd	تاریخ ; تاریخ متعین کرنا	partial	time period	action	n15160579	v00619183	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	assign a date to; determine the (probable) date of	date	date	Eurasia	Indo-European	25	67
28485	Urdu	urdu1245	urd	تاریخ ; تعین تاریخ کرنا	partial	time period	action	n15160579	v00619183	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	assign a date to; determine the (probable) date of	date	date	Eurasia	Indo-European	25	67
28486	Czech	czec1258	ces	datum ; datovat	partial	time period	action	n15160579	v00619183	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	assign a date to; determine the (probable) date of	date	date	Eurasia	Indo-European	49.873398	15.10437
28487	German	stan1295	deu	datum ; datieren	partial	time period	action	n15160579	v00619183	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	assign a date to; determine the (probable) date of	date	date	Eurasia	Indo-European	48.649	12.4676
28488	Italian	ital1282	ita	data ; datare	partial	time period	action	n15160579	v00619183	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	assign a date to; determine the (probable) date of	date	date	Eurasia	Indo-European	43.0464	12.6489
28490	Standard Malay	stan1306	zsm	tarikh ; bertarikh	partial	time period	action	n15160579	v00734927	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	provide with a dateline; mark with a date	date	date	Eurasia	Austronesian	3.08896	101.699
28491	Standard Malay	stan1306	zsm	tarikh ; mentarikhkan	partial	time period	action	n15160579	v00734927	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	provide with a dateline; mark with a date	date	date	Eurasia	Austronesian	3.08896	101.699
28493	English	stan1293	eng	date ; date stamp	partial	time period	action	n15160579	v00735389	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	stamp with a date	date	date	Africa;Eurasia;South America	Indo-European	53	-1
28494	Czech	czec1258	ces	datum ; datovat	partial	time period	action	n15160579	v00735389	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	stamp with a date	date	date	Eurasia	Indo-European	49.873398	15.10437
28495	Standard Malay	stan1306	zsm	tarikh ; bertarikh	partial	time period	action	n15160579	v00735389	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	stamp with a date	date	date	Eurasia	Austronesian	3.08896	101.699
28496	Standard Malay	stan1306	zsm	tarikh ; mentarikhkan	partial	time period	action	n15160579	v00735389	the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred	stamp with a date	date	date	Eurasia	Austronesian	3.08896	101.699
28497	Spanish	stan1288	spa	noche ; pasar la noche	partial	time period	action	n15167349	v02652729	the time between sunset and midnight	stay overnight	night	stay over	Eurasia	Indo-European	40.4414	-1.11788
28498	Standard Malay	stan1306	zsm	malam ; bermalam	partial	time period	action	n15167349	v02652729	the time between sunset and midnight	stay overnight	night	stay over	Eurasia	Austronesian	3.08896	101.699
28499	Standard Indonesian	indo1316	ind	malam ; bermalam	partial	time period	action	n15167349	v02652729	the time between sunset and midnight	stay overnight	night	stay over	Papunesia	Austronesian	-7.33458	109.716
28500	Thai	thai1261	tha	คืน ; ค้างคืน	partial	time period	action	n15167349	v02652729	the time between sunset and midnight	stay overnight	night	stay over	Eurasia	Tai-Kadai	14.192	100.671
28502	Kannada	nucl1305	kan	ಸೀನು	full	action	result	v00004819	n14314850	exhale spasmodically, as when an irritant entered one's nose	a symptom consisting of the involuntary expulsion of air from the nose	sneeze	sternutation	Eurasia	Dravidian	13.5878	76.1198
28503	Basque	basq1248	eus	asteburu ; asteburua pasatu	partial	time period	action	n15170504	v02707987	a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday	spend the weekend	weekend	weekend	Eurasia		43.2787	-1.31622
28504	Catalan	stan1289	cat	cap de setmana ; passar el cap de setmana	partial	time period	action	n15170504	v02707987	a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday	spend the weekend	weekend	weekend	Eurasia	Indo-European	41.453	1.569
28505	Thai	thai1261	tha	สุดสัปดาห์ ; ใช้เวลาวัีนหยุดสุดสัปดาห์	partial	time period	action	n15170504	v02707987	a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday	spend the weekend	weekend	weekend	Eurasia	Tai-Kadai	14.192	100.671
28506	Thai	thai1261	tha	สุดสัปดาห์ ; ใช้เวลาวัีนสุดสัปดาห์	partial	time period	action	n15170504	v02707987	a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday	spend the weekend	weekend	weekend	Eurasia	Tai-Kadai	14.192	100.671
28507	Finnish	finn1318	fin	viikonloppu ; viettää viikonloppua	partial	time period	action	n15170504	v02707987	a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday	spend the weekend	weekend	weekend	Eurasia	Uralic	64.7628	25.5577
28510	Thai	thai1261	tha	ขโมย	full	agent	action	n10707804	v02321757	a criminal who takes property belonging to someone else with the intention of keeping it or selling it	take without the owner's consent	thief	steal	Eurasia	Tai-Kadai	14.192	100.671
28511	Thai	thai1261	tha	ขโมย	full	agent	action	n10707804	v02322230	a criminal who takes property belonging to someone else with the intention of keeping it or selling it	take by theft	thief	knock off	Eurasia	Tai-Kadai	14.192	100.671
28512	Standard Malay	stan1306	zsm	cuti ; bercuti	partial	time period	action	n15183428	v02708707	a day on which work is suspended by law or custom	spend or take a vacation	holiday	vacation	Eurasia	Austronesian	3.08896	101.699
28513	Standard Indonesian	indo1316	ind	cuti ; bercuti	partial	time period	action	n15183428	v02708707	a day on which work is suspended by law or custom	spend or take a vacation	holiday	vacation	Papunesia	Austronesian	-7.33458	109.716
28514	Thai	thai1261	tha	ขโมย	full	agent	action	n10707804	v02344568	a criminal who takes property belonging to someone else with the intention of keeping it or selling it	steal goods; take as spoils	thief	reave	Eurasia	Tai-Kadai	14.192	100.671
28515	Thai	thai1261	tha	ขอทาน	full	agent	action	n09847010	v02270978	a pauper who lives by begging	beg by accosting people in the street and asking for money	beggar	panhandle	Eurasia	Tai-Kadai	14.192	100.671
28516	English	stan1293	eng	summer ; summertime	partial	time period	action	n15237250	v02709774	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox	spend the summer	summer	summer	Africa;Eurasia;South America	Indo-European	53	-1
28517	Serbian-Croatian-Bosnian	sout1528	hbs	leto ; letovati	partial	time period	action	n15237250	v02709774	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox	spend the summer	summer	summer	Eurasia	Indo-European	44.15	18.81
28518	Serbian-Croatian-Bosnian	sout1528	hrv	ljeto ; ljetovati	partial	time period	action	n15237250	v02709774	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox	spend the summer	summer	summer	Eurasia	Indo-European	44.15	18.81
28519	Spanish	stan1288	spa	verano ; veranear	partial	time period	action	n15237250	v02709774	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox	spend the summer	summer	summer	Eurasia	Indo-European	40.4414	-1.11788
28520	Catalan	stan1289	cat	estiu ; estiuejar	partial	time period	action	n15237250	v02709774	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox	spend the summer	summer	summer	Eurasia	Indo-European	41.453	1.569
28521	Thai	thai1261	tha	ฤดูร้อน ; ใช้เวลาในฤดูร้อน	partial	time period	action	n15237250	v02709774	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox	spend the summer	summer	summer	Eurasia	Tai-Kadai	14.192	100.671
28522	Hungarian	hung1274	hun	nyár ; nyaral	partial	time period	action	n15237250	v02709774	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox	spend the summer	summer	summer	Eurasia	Uralic	46.9068585714	19.6555271429
28523	Macedonian	mace1250	mkd	лето ; летува	partial	time period	action	n15237250	v02709774	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox	spend the summer	summer	summer	Eurasia	Indo-European	41.5957	21.7932
28524	Thai	thai1261	tha	ขี้	full	substance	action	n14854581	v00074038	obscene terms for feces	have a bowel movement	dirt	take a crap	Eurasia	Tai-Kadai	14.192	100.671
28525	English	stan1293	eng	winter ; overwinter	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Africa;Eurasia;South America	Indo-European	53	-1
28526	English	stan1293	eng	winter ; wintertime	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Africa;Eurasia;South America	Indo-European	53	-1
28527	Mongolian	mong1331	mon	өвөл ; өвөлж	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Mongolic-Khitan	45.77047900000001	87.25413566666667
28528	Mongolian	mong1331	mon	өвөл ; өвөл өнгөрөө	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Mongolic-Khitan	45.77047900000001	87.25413566666667
28529	Serbian-Croatian-Bosnian	sout1528	hrv	zima ; zimovati	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Indo-European	44.15	18.81
28530	Spanish	stan1288	spa	invierno ; pasar el invierno	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Indo-European	40.4414	-1.11788
28531	Dutch	dutc1256	nld	winter ; overwinteren	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Indo-European	52	5
28532	Dutch	dutc1256	nld	winter ; verwinteren	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Indo-European	52	5
28533	Portuguese	port1283	por	inverno ; invernar	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Indo-European	39.91	-8.1
28534	Catalan	stan1289	cat	hivern ; hivernar	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Indo-European	41.453	1.569
28535	Thai	thai1261	tha	ฤดูหนาว ; ใช้เวลาในฤดูหนาว	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Tai-Kadai	14.192	100.671
28536	Finnish	finn1318	fin	talvi ; viettää talvi	partial	time period	action	n15237782	v02709573	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox	spend the winter	winter	winter	Eurasia	Uralic	64.7628	25.5577
28537	Thai	thai1261	tha	คราด	full	instrument	action	n03496612	v01742415	a cultivator that pulverizes or smooths the soil	draw a harrow over (land)	harrow	disk	Eurasia	Tai-Kadai	14.192	100.671
28538	English	stan1293	eng	blink ; blink of an eye	partial	action	time period	v00007739	n15247110	briefly shut the eyes	a very short time (as the time it takes the eye blink or the heart to beat)	blink	heartbeat	Africa;Eurasia;South America	Indo-European	53	-1
28539	Romanian	roma1327	ron	clipi ; câtaiclipi	partial	action	time period	v00007739	n15247110	briefly shut the eyes	a very short time (as the time it takes the eye blink or the heart to beat)	blink	heartbeat	Eurasia	Indo-European	46.3913	24.2256
28540	Japanese	nucl1643	jpn	瞬く ; 瞬く暇	partial	action	time period	v00007739	n15247110	briefly shut the eyes	a very short time (as the time it takes the eye blink or the heart to beat)	blink	heartbeat	Eurasia	Japonic	35	135
28541	Japanese	nucl1643	jpn	瞬く ; 瞬く隙	partial	action	time period	v00007739	n15247110	briefly shut the eyes	a very short time (as the time it takes the eye blink or the heart to beat)	blink	heartbeat	Eurasia	Japonic	35	135
28542	Japanese	nucl1643	jpn	瞬く ; 瞬く間	partial	action	time period	v00007739	n15247110	briefly shut the eyes	a very short time (as the time it takes the eye blink or the heart to beat)	blink	heartbeat	Eurasia	Japonic	35	135
28543	Thai	thai1261	tha	ฉี่	full	substance	action	n14855724	v00072012	liquid excretory product	eliminate urine	piddle	urinate	Eurasia	Tai-Kadai	14.192	100.671
28544	Thai	thai1261	tha	ฉี่	full	substance	action	n14855724	v00072897	liquid excretory product	urinate, of cattle and horses	piddle	stale	Eurasia	Tai-Kadai	14.192	100.671
28545	Romanian	roma1327	ron	clipi ; câtaiclipi	partial	action	time period	v00424869	n15247110	emit a brief burst of light	a very short time (as the time it takes the eye blink or the heart to beat)	flash	heartbeat	Eurasia	Indo-European	46.3913	24.2256
28546	Thai	thai1261	tha	ชิฟต์	full	action	object	v00548913	n04193377	move and exchange for another	the key on the typewriter keyboard that shifts from lower-case letters to upper-case letters	shift	shift key	Eurasia	Tai-Kadai	14.192	100.671
28549	Finnish	finn1318	fin	sarastaa ; sarastus	partial	action	time period	v00528836	n15267945	become light	an opening time period	dawn	dawn	Eurasia	Uralic	64.7628	25.5577
28550	Thai	thai1261	tha	โทรศัพท์	full	instrument	action	n04401088	v00789448	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	get or try to get into communication (with someone) by telephone	telephone	call	Eurasia	Tai-Kadai	14.192	100.671
28552	Finnish	finn1318	fin	sarastaa ; sarastus	partial	action	time period	v02609614	n15267945	appear or develop	an opening time period	dawn	dawn	Eurasia	Uralic	64.7628	25.5577
28553	Thai	thai1261	tha	ปั๊ม	full	instrument	action	n04021798	v01853310	a mechanical device that moves fluid or gas by pressure or suction	draw or pour with a pump	pump	pump	Eurasia	Tai-Kadai	14.192	100.671
28554	Goan Konkani	goan1235	kok	वेळ ; वेळ लावप	partial	time period	action	n15270431	v00297906	a period of time considered as a resource under your control and sufficient to accomplish something	regulate or set the time of	time	time	Eurasia	Indo-European	15.2732	74.2098
28555	Thai	thai1261	tha	เวลา ; ตั้งเวลา	partial	time period	action	n15270431	v00297906	a period of time considered as a resource under your control and sufficient to accomplish something	regulate or set the time of	time	time	Eurasia	Tai-Kadai	14.192	100.671
28557	Thai	thai1261	tha	ปัสสาวะ	full	substance	action	n14855724	v00072012	liquid excretory product	eliminate urine	piddle	urinate	Eurasia	Tai-Kadai	14.192	100.671
28558	Assamese	assa1263	asm	সময় ; সময় জোখা	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Indo-European	26.0876	91.2932
28559	Bengali	beng1280	ben	সময় ; সময় মাপা	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Indo-European	24	90
28560	Gujarati	guja1252	guj	સમય ; સમય માપવો	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Indo-European	22.687	71.0962
28561	Goan Konkani	goan1235	kok	वेळ ; वेळ मापप	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Indo-European	15.2732	74.2098
28562	Eastern Panjabi	panj1256	pan	ਮਾਂ ; ਮਾਂ ਮਾਪਣਾ	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Indo-European	30.0368	75.6702
28563	Urdu	urdu1245	urd	مدت ; مدت ناپنا	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Indo-European	25	67
28564	Urdu	urdu1245	urd	وقت ; وقت ناپنا	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Indo-European	25	67
28565	Thai	thai1261	tha	เวลา ; จับเวลา	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Tai-Kadai	14.192	100.671
28566	Manipuri	mani1292	mni	mtm ; mtm aonb	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Sino-Tibetan	24.4409	93.3426
28567	Malayalam	mala1464	mal	സമയം ; സമയം അളക്കല്	partial	time period	action	n15270431	v00490968	a period of time considered as a resource under your control and sufficient to accomplish something	measure the time or duration of an event or action or the person who performs an action in a certain period of time	time	clock	Eurasia	Dravidian	9.59208	76.7651
28568	Thai	thai1261	tha	ปัสสาวะ	full	substance	action	n14855724	v00072897	liquid excretory product	urinate, of cattle and horses	piddle	stale	Eurasia	Tai-Kadai	14.192	100.671
28569	Urdu	urdu1245	urd	زمانہ ; تعین زمانہ کرنا	partial	time period	action	n15270431	v00678547	a period of time considered as a resource under your control and sufficient to accomplish something	assign a time for an activity or event	time	time	Eurasia	Indo-European	25	67
28570	Thai	thai1261	tha	แปรง	full	instrument	action	n02908217	v00555780	an implement that has hairs or bristles firmly set into a handle	remove with or as if with a brush	brush	brush	Eurasia	Tai-Kadai	14.192	100.671
28571	Thai	thai1261	tha	แปรง	full	instrument	action	n02908217	v01243809	an implement that has hairs or bristles firmly set into a handle	rub with a brush, or as if with a brush	brush	brush	Eurasia	Tai-Kadai	14.192	100.671
28572	Thai	thai1261	tha	แปรง	full	instrument	action	n02908217	v01243982	an implement that has hairs or bristles firmly set into a handle	clean with a brush	brush	brush	Eurasia	Tai-Kadai	14.192	100.671
28573	Thai	thai1261	tha	พยาบาล	full	agent	action	n10366966	v00080705	one skilled in caring for young children or the sick (usually under the supervision of a physician)	try to cure by special care of treatment, of an illness or injury	nurse	nurse	Eurasia	Tai-Kadai	14.192	100.671
